delta_t,x [dps],y [dps],z [dps]
0.0029625892639160156, 0.244,-0.020,-0.134
0.00590205192565918, 0.213, 0.117,-0.004
0.008808612823486328, 0.046,-0.081,-0.020
0.011684179306030273,-0.351, 0.056, 0.110
0.014525651931762695,-0.092,-2.088,-0.104
0.01728534698486328, 0.404,-0.097, 0.019
0.02002716064453125,-0.023, 0.125, 0.049
0.022771120071411133, 0.236, 0.140, 0.049
0.025635242462158203,-0.130, 0.140,-0.187
0.028461456298828125,-0.199, 0.109, 0.179
0.031237363815307617,-0.000, 0.125,-0.210
0.03400731086730957, 0.068, 0.033, 0.080
0.03677678108215332, 0.152,-0.058, 0.034
0.03953981399536133, 0.274,-0.142,-0.020
0.04234719276428223,-0.084, 0.117,-0.180
0.0451509952545166,-0.084,-0.066, 0.362
0.04792070388793945,-0.000,-0.326, 0.133
0.050690650939941406, 0.145, 0.094, 0.202
0.05346179008483887, 0.038, 0.086,-0.287
0.05630302429199219, 0.145,-0.127,-0.027
0.059116363525390625,-0.183, 0.155, 0.133
0.06212949752807617,-0.290, 0.079,-0.012
0.0653083324432373,-0.153,-0.097, 0.194
0.06807112693786621,-0.054, 0.018, 0.102
0.07079792022705078,-0.046,-0.066, 0.072
0.07352042198181152, 0.015, 0.193, 0.110
0.07629966735839844,-0.176,-0.112, 0.293
0.07894492149353027,-0.229, 0.300,-0.050
0.08151412010192871, 0.023, 0.025, 0.034
0.0840909481048584, 0.244, 0.163, 0.049
0.08666515350341797,-0.061,-0.112, 0.163
0.08923196792602539, 0.091, 0.064, 0.125
0.09180688858032227,-0.130,-0.127, 0.110
0.09445452690124512, 0.023, 0.033, 0.087
0.09704184532165527, 0.358, 0.079,-0.020
0.09962153434753418,-0.031,-0.043, 0.095
0.10220098495483398,-0.015,-0.226, 0.217
0.10477781295776367,-0.069, 0.109, 0.186
0.10734272003173828,-0.084, 0.010,-0.012
0.10992980003356934,-0.015,-0.135,-0.226
0.1125032901763916,-0.015, 0.086, 0.064
0.11510562896728516,-0.168,-0.051, 0.087
0.11768484115600586, 0.114,-0.013, 0.011
0.12026166915893555,-0.023,-0.104,-0.020
0.12283635139465332,-0.176,-0.257, 0.125
0.1254425048828125, 0.358,-0.043, 0.072
0.1280806064605713,-0.008,-0.112, 0.087
0.1306934356689453, 0.137,-0.089, 0.179
0.13331174850463867,-0.160, 0.071,-0.004
0.13589715957641602, 0.053,-0.013, 0.019
0.13851070404052734,-0.145, 0.155, 0.019
0.14111900329589844, 0.114, 0.140,-0.012
0.14371395111083984,-0.015,-0.120,-0.081
0.14632010459899902, 0.305, 0.086, 0.026
0.14891910552978516,-0.076,-0.013, 0.286
0.15149950981140137, 0.130, 0.155, 0.194
0.15408611297607422,-0.092,-0.135,-0.096
0.15665864944458008, 0.015, 0.018,-0.065
0.15926837921142578, 0.191,-0.112, 0.171
0.16192412376403809, 0.038, 0.048,-0.058
0.16453075408935547,-0.107, 0.140,-0.149
0.1681663990020752, 0.053,-0.203, 0.057
0.1708066463470459,-0.015,-0.020, 0.156
0.1734623908996582, 0.015,-0.058,-0.119
0.17654800415039062,-0.038,-0.203, 0.179
0.17916178703308105,-0.153, 0.262, 0.003
0.18174099922180176,-0.046, 0.079,-0.157
0.18431472778320312,-0.008,-0.142,-0.012
0.18689322471618652, 0.053, 0.132,-0.134
0.18948578834533691, 0.290, 0.277, 0.202
0.19211459159851074,-0.076,-0.104, 0.163
0.19474077224731445, 0.160, 0.147,-0.073
0.19731950759887695,-0.191,-0.432,-0.027
0.1999070644378662,-0.115, 0.186, 0.171
0.20249652862548828, 0.015,-0.081, 0.003
0.20509552955627441,-0.054,-0.058, 0.110
0.20768213272094727,-0.115,-0.081,-0.088
0.21029114723205566,-0.084, 0.132, 0.217
0.21288394927978516, 0.183,-0.257,-0.020
0.21548151969909668, 0.030, 0.048, 0.102
0.21809935569763184,-0.168,-0.005,-0.126
0.22068309783935547,-0.084,-0.097,-0.043
0.22327065467834473,-0.031, 0.254,-0.081
0.22586750984191895,-0.107, 0.132, 0.102
0.2284550666809082, 0.061,-0.287,-0.088
0.23107361793518066,-0.054,-0.028, 0.026
0.23366832733154297, 0.068,-0.081,-0.088
0.2362663745880127,-0.015, 0.056,-0.088
0.23885536193847656,-0.061, 0.193,-0.043
0.24147558212280273,-0.260,-0.097, 0.102
0.24457740783691406, 0.183, 0.186, 0.049
0.24728178977966309,-0.321, 0.056,-0.195
0.24990105628967285,-0.046, 0.064,-0.126
0.25251340866088867, 0.107, 0.216, 0.102
0.2551558017730713,-0.221,-0.173, 0.080
0.2578282356262207,-0.000, 0.071,-0.043
0.2604672908782959,-0.031, 0.071, 0.125
0.2631199359893799,-0.176,-0.135,-0.058
0.26579713821411133,-0.084,-0.097,-0.096
0.26840806007385254,-0.130,-0.013,-0.081
0.2710137367248535,-0.046, 0.453, 0.179
0.27359604835510254,-0.061,-0.219,-0.111
0.27618956565856934,-0.107, 0.048,-0.142
0.2787954807281494, 0.015, 0.010,-0.096
0.2813858985900879, 0.107, 0.033, 0.141
0.2839853763580322,-0.305,-0.066,-0.073
0.28661417961120605,-0.069,-0.036,-0.027
0.28919434547424316, 0.068,-0.226, 0.217
0.29177165031433105,-0.183, 0.277, 0.202
0.29434847831726074,-0.008,-0.196, 0.064
0.29694151878356934, 0.038,-0.020, 0.209
0.29953575134277344,-0.008, 0.117,-0.096
0.3021221160888672,-0.221, 0.201,-0.111
0.30471348762512207,-0.008,-0.150, 0.011
0.3073251247406006, 0.130, 0.041,-0.165
0.309917688369751, 0.068,-0.020, 0.163
0.3125321865081787,-0.031,-0.013,-0.134
0.31513190269470215,-0.046,-0.135, 0.293
0.31772875785827637,-0.061, 0.262, 0.095
0.32031917572021484,-0.084,-0.203, 0.194
0.3229055404663086,-0.069,-0.058, 0.011
0.32555603981018066,-0.054, 0.186,-0.065
0.32817506790161133, 0.191,-0.081, 0.148
0.3307669162750244,-0.275,-0.089, 0.133
0.33339405059814453, 0.076,-0.036, 0.110
0.3359837532043457, 0.084,-0.249, 0.034
0.3385896682739258,-0.084,-0.028, 0.156
0.34119558334350586, 0.130,-0.150, 0.049
0.34378695487976074, 0.114, 0.102, 0.118
0.3463785648345947,-0.031,-0.219,-0.180
0.3489673137664795,-0.099, 0.117,-0.043
0.3515589237213135,-0.191,-0.165, 0.255
0.35416746139526367, 0.213, 0.254,-0.020
0.35677409172058105, 0.068,-0.127,-0.012
0.35936975479125977, 0.053, 0.041, 0.194
0.36196446418762207,-0.046,-0.234, 0.125
0.36455416679382324, 0.175,-0.104,-0.111
0.36712646484375, 0.068, 0.033,-0.012
0.3697013854980469,-0.015,-0.142,-0.233
0.37227416038513184,-0.038, 0.010, 0.057
0.3748626708984375, 0.107,-0.036, 0.156
0.3774569034576416, 0.053,-0.234,-0.035
0.38004136085510254, 0.076, 0.331,-0.050
0.38262391090393066,-0.137,-0.112,-0.073
0.3852195739746094, 0.068, 0.125, 0.072
0.3878004550933838, 0.152,-0.058,-0.187
0.3904080390930176, 0.099,-0.242, 0.247
0.3929896354675293, 0.206,-0.089, 0.133
0.3955705165863037,-0.176, 0.277,-0.126
0.3981611728668213,-0.031,-0.142,-0.134
0.4007413387298584,-0.000,-0.043,-0.027
0.4033210277557373, 0.023,-0.074,-0.012
0.4059009552001953, 0.015, 0.155, 0.011
0.40848374366760254,-0.191, 0.003, 0.019
0.41106295585632324,-0.046,-0.249, 0.049
0.41364288330078125, 0.015, 0.018,-0.043
0.41622281074523926, 0.007,-0.074, 0.057
0.41880226135253906, 0.038, 0.186,-0.210
0.42138242721557617, 0.175,-0.074, 0.057
0.423961877822876,-0.023, 0.109, 0.186
0.4265422821044922,-0.023, 0.033,-0.004
0.4291231632232666,-0.115,-0.127, 0.163
0.4317045211791992,-0.183,-0.097,-0.165
0.43428492546081543,-0.023, 0.048,-0.165
0.43686628341674805,-0.122, 0.056,-0.004
0.43944549560546875,-0.282, 1.650,-0.203
0.44202589988708496, 0.145, 0.048,-0.043
0.44460535049438477, 0.091,-0.051, 0.270
0.447185754776001,-0.237, 0.209,-0.058
0.4497652053833008, 0.099,-0.188,-0.088
0.4523446559906006,-0.176,-0.043,-0.035
0.4549252986907959, 0.007, 0.209,-0.081
0.4575047492980957, 0.168, 0.094,-0.111
0.4600849151611328,-0.061, 0.056, 0.064
0.46267056465148926, 0.091,-0.058,-0.111
0.4652528762817383,-0.130,-0.028, 0.133
0.4678325653076172, 0.313,-0.028, 0.224
0.4704132080078125, 0.168,-0.089, 0.141
0.4729924201965332, 0.130, 0.071,-0.081
0.475571870803833, 0.068, 0.102, 0.110
0.4781796932220459, 0.114, 0.125, 0.133
0.4811728000640869, 0.328,-0.120,-0.157
0.4837799072265625, 0.107, 0.094,-0.012
0.48636341094970703,-0.282, 0.231,-0.134
0.48894619941711426, 0.038,-0.058, 0.255
0.491527795791626, 0.007, 0.056, 0.118
0.49413609504699707,-0.107, 0.178, 0.072
0.4967226982116699,-0.008,-0.188, 0.087
0.49930405616760254, 0.015,-0.043, 0.224
0.5018856525421143,-0.038,-0.120, 0.217
0.5044670104980469, 0.084,-0.005,-0.004
0.5070459842681885, 0.053, 0.224,-0.058
0.5096321105957031, 0.007, 0.109, 0.041
0.512214183807373, 0.038, 0.102,-0.241
0.514796257019043,-0.168,-0.013,-0.096
0.5173757076263428, 0.046, 0.056,-0.050
0.519956111907959,-0.313, 0.048, 0.148
0.5225362777709961, 0.206,-0.112,-0.027
0.5251188278198242, 0.191,-0.081,-0.035
0.5277004241943359, 0.099, 0.117, 0.156
0.530280351638794, 0.152, 0.224, 0.080
0.5328614711761475, 0.145,-0.264,-0.142
0.5354483127593994, 0.053,-0.051, 0.003
0.5380291938781738, 0.061, 0.033,-0.058
0.5406093597412109, 0.007, 0.155, 0.141
0.543189525604248, 0.244,-0.036,-0.088
0.5457680225372314,-0.244,-0.097, 0.072
0.5483460426330566, 0.061, 0.300, 0.263
0.5509240627288818,-0.206,-0.043,-0.058
0.5535223484039307, 0.244,-0.181, 0.247
0.556128740310669,-0.031, 0.254, 0.041
0.5587003231048584,-0.137, 0.056,-0.058
0.5612709522247314,-0.122, 0.086,-0.012
0.5638396739959717,-0.099, 0.010, 0.057
0.5664124488830566, 0.099, 0.094, 0.110
0.5689826011657715,-0.015,-0.013, 0.087
0.5715529918670654, 0.015, 0.010, 0.179
0.5741221904754639,-0.092, 0.262,-0.119
0.5767199993133545, 0.038,-0.066,-0.172
0.5792992115020752, 0.068, 0.064, 0.041
0.5818698406219482,-0.099, 0.201, 0.316
0.5844428539276123, 0.122,-0.020,-0.073
0.5870249271392822, 0.221,-0.036, 0.011
0.5896062850952148,-0.137,-0.074, 0.057
0.5921859741210938, 0.107,-0.028,-0.149
0.5947725772857666, 0.152, 0.003, 0.080
0.5973520278930664, 0.091,-0.150,-0.111
0.599933385848999, 0.068,-0.211, 0.003
0.6025142669677734, 0.030, 0.033, 0.026
0.6050968170166016, 0.122,-0.112, 0.308
0.6076779365539551, 0.122,-0.066,-0.233
0.6102583408355713, 0.145,-0.066,-0.104
0.6128387451171875, 0.007, 0.071,-0.035
0.6154181957244873, 0.046,-0.051, 0.072
0.6180059909820557,-0.099, 0.109,-0.012
0.6205832958221436,-0.092,-0.013, 0.133
0.623161792755127,-0.023, 0.056, 0.072
0.625748872756958,-0.038, 0.025, 0.118
0.6283292770385742, 0.015,-0.043, 0.049
0.6309185028076172,-0.199, 0.170, 0.118
0.6335010528564453, 0.084,-0.058,-0.142
0.6360809803009033, 0.267,-0.051, 0.202
0.6386611461639404,-0.023, 0.010, 0.179
0.6412408351898193, 0.053,-0.005,-0.249
0.6438205242156982,-0.237, 0.041, 0.095
0.6464006900787354,-0.099, 0.209, 0.003
0.6489803791046143,-0.054, 0.109,-0.004
0.6515607833862305, 0.160,-0.043, 0.232
0.6541407108306885,-0.099, 0.041,-0.279
0.6567211151123047, 0.015, 0.170,-0.004
0.6593005657196045, 0.130, 0.094,-0.157
0.6618804931640625, 0.046,-0.036, 0.080
0.6644611358642578, 0.152, 0.132, 0.179
0.6670405864715576, 0.061, 0.102,-0.020
0.6696205139160156,-0.160,-0.013,-0.264
0.6722002029418945,-0.031, 0.094,-0.073
0.6747801303863525,-0.076,-0.051,-0.035
0.6773674488067627,-0.076,-0.005,-0.020
0.6799490451812744, 0.328, 0.186, 0.026
0.6825284957885742,-0.023,-0.081,-0.165
0.6851093769073486, 0.145, 0.147,-0.065
0.6876888275146484,-0.076, 1.650, 0.026
0.6902685165405273, 0.053, 0.041, 0.064
0.6928482055664062,-0.176,-0.066,-0.043
0.6954288482666016,-0.069, 0.041,-0.035
0.6980082988739014, 0.076, 0.003, 0.224
0.7005891799926758,-0.122, 0.010, 0.385
0.7031693458557129, 0.015,-0.394,-0.096
0.7057502269744873, 0.091, 0.285,-0.035
0.7083301544189453, 0.015, 0.071, 0.041
0.7109169960021973, 0.152, 0.102,-0.081
0.7134971618652344,-0.092,-0.020,-0.210
0.7160770893096924, 0.099, 0.033, 0.202
0.7186572551727295,-0.038,-0.219,-0.111
0.7212364673614502, 0.252, 0.117,-0.104
0.7238168716430664, 0.046, 0.094,-0.149
0.7263965606689453, 0.068,-0.135, 0.019
0.7289769649505615,-0.092,-0.089, 0.133
0.7315559387207031,-0.069,-0.127, 0.110
0.7341358661651611, 0.068, 0.025, 0.003
0.7367157936096191, 0.053,-0.074,-0.073
0.7392959594726562, 0.038, 0.247, 0.202
0.7418756484985352, 0.038,-0.203, 0.171
0.7444560527801514,-0.023,-0.013,-0.050
0.7470333576202393, 0.168,-0.013, 0.354
0.7496106624603271, 0.252,-0.020,-0.149
0.7521886825561523, 0.038, 1.650, 0.110
0.7548866271972656, 0.007,-0.005,-0.249
0.757465124130249,-0.191,-0.081,-0.043
0.7600364685058594, 0.213, 0.048,-0.088
0.7626066207885742,-0.183, 0.056,-0.104
0.7651779651641846,-0.031,-0.005, 0.064
0.7677478790283203, 0.076, 0.163,-0.088
0.7703173160552979,-0.054,-0.203, 0.263
0.7728869915008545,-0.107,-0.196,-0.012
0.7754578590393066,-0.153, 0.018, 0.102
0.778038501739502,-0.061, 0.094,-0.271
0.7807009220123291,-0.092, 0.048, 0.194
0.7833364009857178,-0.046,-0.089,-0.035
0.7860190868377686,-0.069, 0.056, 0.072
0.7887053489685059,-0.137,-0.089, 0.026
0.7913908958435059, 0.030, 0.056, 0.247
0.7940764427185059,-0.069, 0.041, 0.064
0.7967648506164551,-0.069, 0.102,-0.104
0.7994496822357178, 0.030, 0.086, 0.186
0.8021340370178223,-0.023, 0.155, 0.125
0.804821252822876,-0.046,-0.158, 0.202
0.8075072765350342,-0.076, 0.018,-0.004
0.8101909160614014,-0.076, 0.041,-0.088
0.8128762245178223,-0.084,-0.089, 0.011
0.8156249523162842, 0.053, 0.064, 0.324
0.8183097839355469,-0.061, 0.132, 0.049
0.8209934234619141, 0.076, 0.132,-0.134
0.8236784934997559, 0.068,-0.028, 0.057
0.8263680934906006,-0.191,-0.097,-0.004
0.8290510177612305, 0.152,-0.036, 0.148
0.8317356109619141,-0.084,-0.173, 0.003
0.8344216346740723, 0.130,-0.211, 0.087
0.8371105194091797,-0.015, 0.025, 0.194
0.8397927284240723,-0.115, 0.209, 0.133
0.8424787521362305,-0.321,-0.127,-0.004
0.8451664447784424, 0.198, 0.048, 0.087
0.8478512763977051,-0.168, 1.650,-0.004
0.8505361080169678,-0.092, 0.247, 0.286
0.8532199859619141, 0.084,-0.165, 0.141
0.8559110164642334, 0.099, 0.109,-0.043
0.8585951328277588, 0.061,-0.043,-0.004
0.8612806797027588,-0.031, 0.254, 0.064
0.8639640808105469,-0.031, 0.125,-0.050
0.8666539192199707, 0.099, 0.094, 0.057
0.8693382740020752,-0.168,-0.104,-0.043
0.8720221519470215,-0.229,-0.036, 0.095
0.8747091293334961, 0.030, 0.033, 0.255
0.8774173259735107, 0.221, 0.186,-0.111
0.8801050186157227, 0.030, 0.003,-0.020
0.8828022480010986,-0.328,-0.005,-0.073
0.8855266571044922, 0.244,-0.013,-0.187
0.8882436752319336,-0.000,-0.127, 0.003
0.8909609317779541,-0.084, 0.132, 0.019
0.8936805725097656,-0.015,-0.036, 0.095
0.8964023590087891,-0.206, 0.025,-0.096
0.8991193771362305,-0.054, 0.018,-0.058
0.90183424949646,-0.206,-0.036, 0.049
0.904552698135376, 0.145,-0.348, 0.019
0.9072721004486084,-0.061, 0.033,-0.081
0.9099876880645752,-0.054, 0.117, 0.186
0.9127051830291748,-0.115, 0.071, 0.064
0.9154210090637207, 0.007, 0.079,-0.187
0.9181375503540039,-0.092, 0.025,-0.020
0.9208524227142334, 0.007,-0.036, 0.179
0.9235672950744629,-0.015,-0.081, 0.003
0.9262886047363281, 0.030, 0.186, 0.003
0.9290070533752441, 0.038,-0.120,-0.020
0.9317247867584229,-0.023,-0.104,-0.073
0.934443473815918, 0.206,-0.226,-0.012
0.9371719360351562,-0.046, 0.216, 0.118
0.9398884773254395,-0.084,-0.028, 0.057
0.9426043033599854, 0.038, 0.056,-0.027
0.9453239440917969, 0.305,-0.234, 0.133
0.9480350017547607, 0.137, 0.079, 0.011
0.9507448673248291,-0.107, 0.018, 0.224
0.9537296295166016, 0.046, 0.384, 0.072
0.9564356803894043,-0.000, 0.125, 0.133
0.9591312408447266,-0.015,-0.203,-0.081
0.9618256092071533, 0.084, 0.155,-0.035
0.964522123336792,-0.069,-0.104, 0.156
0.9672181606292725, 0.099, 0.193, 0.041
0.9699106216430664, 0.068,-0.028, 0.240
0.9726049900054932,-0.054, 0.323,-0.004
0.9753503799438477, 0.053,-0.043, 0.156
0.9781436920166016, 0.015,-0.158, 0.011
0.9808716773986816,-0.076, 1.650, 0.232
0.9835669994354248,-0.023, 1.658, 0.072
0.9862861633300781, 0.145, 0.102, 0.125
0.9890031814575195, 0.099,-0.264,-0.012
0.9917190074920654, 0.160,-0.036, 0.209
0.9944376945495605,-0.023, 0.140, 0.019
0.9971511363983154, 0.053, 1.620, 0.217
0.9998631477355957, 0.130, 0.094, 0.148
1.006843090057373, 0.007, 0.048, 0.163
1.009582757949829, 0.038,-0.058, 0.064
1.0123682022094727, 0.068, 0.018, 0.087
1.015106439590454,-0.031,-0.242, 0.011
1.0178382396697998, 0.107, 0.201, 0.217
1.0205583572387695, 0.084, 0.147, 0.202
1.0233817100524902,-0.031, 0.117,-0.088
1.0262119770050049,-0.328, 0.071, 0.377
1.0289855003356934, 0.068, 0.125,-0.020
1.0317742824554443, 0.145, 0.102, 0.087
1.0345346927642822, 0.030,-0.058, 0.133
1.0372624397277832, 0.099, 0.170, 0.064
1.0399808883666992,-0.099,-0.013,-0.104
1.0427122116088867, 0.213,-0.013,-0.020
1.0454916954040527,-0.099, 0.094, 0.186
1.04823899269104, 0.168, 0.132, 0.141
1.0509703159332275,-0.183, 0.048,-0.264
1.0537207126617432,-0.099, 0.079, 0.308
1.056495189666748,-0.229,-0.326,-0.004
1.0592923164367676, 0.191, 0.140,-0.104
1.0620481967926025, 0.130,-0.112,-0.073
1.0648069381713867,-0.069, 0.071,-0.073
1.0675454139709473, 0.030, 0.079, 0.148
1.070279598236084, 0.107, 0.132,-0.134
1.0729882717132568, 0.152,-0.150,-0.241
1.0757131576538086, 0.076,-0.081, 0.278
1.0784766674041748,-0.115, 0.170, 0.080
1.0818445682525635,-0.023, 0.010,-0.233
1.0845913887023926, 0.320, 0.071, 0.049
1.087251901626587,-0.176,-0.089, 0.179
1.0899076461791992, 0.229, 0.056, 0.026
1.0926718711853027,-0.023,-0.005, 0.080
1.0953469276428223,-0.000,-0.173, 0.057
1.0979993343353271,-0.137, 0.102, 0.110
1.1006624698638916, 0.076,-0.249,-0.142
1.1033661365509033,-0.015, 0.109,-0.081
1.1060357093811035, 0.091, 0.300,-0.104
1.108771800994873,-0.000, 0.086,-0.149
1.111499547958374,-0.023,-0.120, 0.202
1.114201545715332,-0.084, 0.102, 0.026
1.1169066429138184, 0.114, 0.155,-0.081
1.119591236114502,-0.237, 0.140,-0.249
1.1222572326660156,-0.046, 0.140, 0.003
1.1249403953552246,-0.191, 0.025, 0.186
1.127619743347168, 0.206, 0.163,-0.180
1.1302835941314697,-0.076, 0.216, 0.232
1.1329379081726074,-0.115, 0.064,-0.050
1.13563871383667, 0.076,-0.097, 0.110
1.1383612155914307,-0.061,-0.043,-0.386
1.1410653591156006,-0.069,-0.203, 0.133
1.1437592506408691,-0.076, 0.125,-0.256
1.1464650630950928,-0.015,-0.127, 0.064
1.1491620540618896,-0.260,-0.165, 0.293
1.151855230331421, 0.175,-0.005,-0.157
1.1545403003692627,-0.092, 0.178, 0.049
1.1573097705841064,-0.092, 0.094,-0.020
1.1600229740142822,-0.061, 1.658, 0.011
1.1627588272094727,-0.237, 0.056, 0.148
1.1655018329620361,-0.122,-0.234,-0.081
1.1682384014129639, 0.068,-0.188, 0.255
1.1709527969360352,-0.275,-0.181,-0.134
1.1736676692962646, 0.099, 0.018, 0.095
1.176326036453247,-0.054,-0.081,-0.256
1.178987741470337,-0.260,-0.181, 0.057
1.1816344261169434,-0.099, 0.140, 0.102
1.1843492984771729,-0.015, 0.147, 0.133
1.186980962753296, 0.023,-0.379,-0.233
1.1896071434020996, 0.030, 0.003, 0.118
1.1922321319580078, 0.145,-0.051, 0.125
1.194861650466919, 0.145, 0.079,-0.126
1.1974875926971436,-0.145, 0.048,-0.043
1.200113296508789,-0.137,-0.074, 0.057
1.202737808227539,-0.076, 0.231,-0.088
1.2053658962249756,-0.260, 0.048, 0.072
1.207991123199463,-0.160, 0.018,-0.134
1.2106151580810547, 0.168, 0.300, 0.011
1.2132391929626465,-0.115, 1.650, 0.026
1.215867280960083, 0.084, 0.086,-0.065
1.218492031097412, 0.007,-0.257,-0.012
1.221116065979004, 0.068,-0.135, 0.270
1.2237412929534912, 0.007,-0.005,-0.104
1.2263803482055664,-0.191, 0.193, 0.011
1.2290089130401611,-0.115,-0.028,-0.203
