acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
-0.183,-0.262, 0.996, 0.945, 0.165,-0.053
-0.190,-0.260, 1.002, 0.927, 0.141,-0.020
-0.190,-0.260, 1.002, 0.931, 0.154, 0.019
-0.187,-0.266, 1.002, 0.940, 0.208, 0.058
-0.139,-0.212, 0.982, 0.931, 0.246, 0.071
-0.121,-0.186, 0.990, 0.900, 0.260, 0.065
-0.121,-0.186, 0.990, 0.856, 0.214, 0.039
-0.108,-0.173, 0.999, 0.805, 0.187, 0.010
-0.097,-0.167, 1.001, 0.750, 0.106,-0.048
-0.084,-0.170, 0.995, 0.735, 0.034,-0.080
-0.097,-0.173, 1.024, 0.750, 0.013,-0.094
-0.121,-0.152, 1.026, 0.751, 0.027,-0.087
-0.151,-0.121, 1.007, 0.730, 0.013,-0.064
-0.151,-0.121, 1.007, 0.702, 0.002,-0.024
-0.179,-0.120, 1.002, 0.685,-0.017, 0.013
-0.179,-0.120, 1.002, 0.665,-0.029, 0.046
-0.189,-0.098, 1.002, 0.647,-0.047, 0.071
-0.189,-0.102, 1.008, 0.616,-0.106, 0.078
-0.189,-0.102, 1.008, 0.595,-0.164, 0.064
-0.149,-0.132, 1.003, 0.559,-0.222,-0.014
-0.116,-0.153, 1.025, 0.533,-0.360,-0.113
-0.100,-0.145, 1.052, 0.543,-0.522,-0.229
-0.100,-0.145, 1.052, 0.560,-0.670,-0.299
-0.112,-0.135, 1.065, 0.589,-0.758,-0.317
-0.156,-0.089, 1.021, 0.579,-0.781,-0.266
-0.156,-0.089, 1.021, 0.565,-0.732,-0.125
-0.185,-0.062, 0.990, 0.526,-0.613, 0.047
-0.190,-0.045, 0.952, 0.474,-0.467, 0.192
-0.110,-0.056, 0.930, 0.429,-0.367, 0.273
-0.110,-0.056, 0.930, 0.419,-0.331, 0.289
-0.030,-0.077, 1.006, 0.465,-0.377, 0.258
-0.030,-0.077, 1.006, 0.533,-0.454, 0.195
-0.013,-0.067, 1.046, 0.614,-0.486, 0.155
-0.010,-0.055, 1.051, 0.651,-0.532, 0.118
-0.012, 0.001, 1.014, 0.642,-0.554, 0.115
-0.012, 0.001, 1.014, 0.605,-0.583, 0.145
-0.029, 0.027, 0.987, 0.550,-0.565, 0.219
-0.075, 0.058, 0.930, 0.483,-0.501, 0.294
-0.075, 0.058, 0.930, 0.386,-0.470, 0.352
-0.080, 0.027, 0.921, 0.314,-0.484, 0.376
-0.065,-0.012, 0.943, 0.256,-0.501, 0.350
-0.045,-0.025, 0.958, 0.222,-0.560, 0.304
-0.010,-0.022, 0.995, 0.190,-0.602, 0.243
 0.009,-0.035, 0.983, 0.164,-0.604, 0.185
 0.009,-0.035, 0.983, 0.144,-0.624, 0.143
 0.023,-0.047, 0.984, 0.153,-0.594, 0.132
 0.034,-0.041, 0.988, 0.167,-0.499, 0.117
 0.059,-0.010, 0.952, 0.172,-0.438, 0.101
 0.059,-0.010, 0.952, 0.166,-0.407, 0.100
 0.059,-0.012, 0.943, 0.146,-0.404, 0.087
 0.062,-0.026, 0.939, 0.119,-0.399, 0.075
 0.062,-0.026, 0.939, 0.081,-0.373, 0.068
 0.090,-0.009, 0.911, 0.028,-0.333, 0.065
 0.090,-0.009, 0.911,-0.031,-0.291, 0.062
 0.121, 0.040, 0.903,-0.093,-0.260, 0.057
 0.113, 0.053, 0.924,-0.150,-0.253, 0.054
 0.113, 0.053, 0.924,-0.196,-0.154, 0.055
 0.100, 0.052, 0.917,-0.090,-0.349, 0.062
 0.086, 0.054, 0.924,-0.065,-0.160, 0.001
 0.102, 0.008, 1.094,-0.048,-0.202,-0.051
 0.086,-0.002, 1.080, 0.023,-0.327,-0.064
 0.068, 0.022, 1.060, 0.079,-0.317,-0.063
 0.039, 0.049, 1.025, 0.119,-0.188,-0.033
 0.041, 0.063, 0.980, 0.109,-0.124, 0.021
 0.034, 0.081, 0.997, 0.083,-0.129, 0.070
 0.034, 0.081, 0.997, 0.082, 0.014, 0.064
 0.070, 0.110, 1.014, 0.156, 0.121, 0.095
 0.104, 0.094, 1.039, 0.271, 0.141, 0.170
 0.109, 0.052, 1.092, 0.306, 0.132, 0.257
 0.057, 0.070, 0.982, 0.235, 0.190, 0.322
 0.057, 0.070, 0.982, 0.086, 0.303, 0.331
 0.056, 0.095, 0.903,-0.134, 0.361, 0.270
 0.081, 0.098, 0.866,-0.377, 0.388, 0.127
 0.124, 0.026, 0.912,-0.594, 0.410,-0.074
 0.121,-0.014, 0.936,-0.767, 0.390,-0.279
 0.121,-0.014, 0.936,-0.864, 0.358,-0.440
 0.088,-0.049, 0.963,-0.901, 0.326,-0.489
-0.043,-0.106, 0.989,-0.843, 0.224,-0.412
-0.043,-0.106, 0.989,-0.610, 0.130,-0.315
-0.086,-0.115, 1.063,-0.346, 0.053,-0.145
-0.050,-0.004, 1.147,-0.143,-0.009,-0.016
-0.050,-0.004, 1.147, 0.087, 0.054,-0.246
-0.002,-0.047, 1.068, 0.102, 0.019,-0.029
 0.015, 0.247, 1.126, 0.251, 0.091, 0.188
 0.015, 0.247, 1.126, 0.488, 0.328, 0.150
 0.024, 0.002, 0.946, 0.535, 0.299, 0.475
 0.041,-0.041, 0.948, 0.520, 0.047, 0.927
 0.052, 0.296, 1.062, 0.504,-0.035, 1.309
 0.016, 0.263, 1.023, 0.481,-0.111, 1.554
 0.016, 0.263, 1.023, 0.102,-0.934, 1.481
-0.025, 0.222, 1.191,-0.142,-0.528, 1.408
 0.023, 0.114, 0.851,-0.240,-0.151, 1.216
 0.023, 0.114, 0.851,-0.446,-0.344, 0.983
 0.091, 0.052, 0.958,-0.610,-0.290, 0.810
 0.169,-0.023, 0.949,-0.688,-0.229, 0.651
 0.169,-0.023, 0.949,-0.673,-0.197, 0.637
 0.109,-0.005, 0.975,-0.577,-0.285, 0.724
 0.109,-0.005, 0.975,-0.454,-0.349, 0.801
 0.060,-0.016, 0.997,-0.263,-0.306, 0.904
 0.060,-0.021, 1.002,-0.064,-0.318, 0.970
 0.060,-0.021, 1.002, 0.156,-0.311, 1.001
 0.049,-0.051, 1.017, 0.365,-0.278, 1.008
 0.052,-0.051, 1.020, 0.557,-0.236, 1.000
 0.052,-0.051, 1.020, 0.724,-0.198, 0.980
 0.049,-0.043, 1.021, 0.859,-0.174, 0.958
 0.045,-0.046, 1.016, 0.954,-0.160, 0.914
 0.076,-0.066, 0.976, 0.992,-0.074, 0.834
 0.076,-0.066, 0.976, 0.976, 0.022, 0.717
 0.116,-0.083, 0.949, 0.899, 0.115, 0.560
 0.129,-0.076, 0.941, 0.783, 0.199, 0.400
 0.129,-0.076, 0.941, 0.652, 0.244, 0.268
 0.118,-0.059, 0.937, 0.535, 0.262, 0.179
 0.075,-0.032, 0.954, 0.450, 0.269, 0.125
 0.075,-0.032, 0.954, 0.418, 0.258, 0.116
 0.061,-0.018, 0.963, 0.440, 0.246, 0.126
 0.052,-0.003, 0.973, 0.487, 0.256, 0.151
 0.045, 0.007, 0.980, 0.561, 0.257, 0.176
 0.045, 0.008, 0.987, 0.650, 0.225, 0.197
 0.047, 0.007, 1.000, 0.734, 0.196, 0.231
 0.033, 0.024, 1.023, 0.804, 0.151, 0.256
 0.023, 0.035, 1.028, 0.845, 0.136, 0.260
 0.018, 0.047, 1.027, 0.841, 0.175, 0.222
 0.018, 0.047, 1.027, 0.804, 0.237, 0.138
-0.022, 0.060, 1.033, 0.754, 0.297, 0.017
-0.022, 0.060, 1.033, 0.707, 0.328,-0.124
-0.026, 0.046, 1.050, 0.670, 0.355,-0.282
-0.019, 0.039, 1.059, 0.633, 0.423,-0.435
-0.003, 0.047, 1.045, 0.594, 0.491,-0.575
 0.020, 0.061, 1.029, 0.545, 0.546,-0.676
 0.023, 0.105, 1.001, 0.509, 0.584,-0.735
-0.002, 0.127, 0.992, 0.493, 0.616,-0.749
-0.026, 0.135, 0.996, 0.524, 0.602,-0.735
-0.049, 0.125, 1.018, 0.586, 0.514,-0.702
-0.049, 0.125, 1.018, 0.660, 0.410,-0.628
-0.034, 0.152, 1.028, 0.752, 0.273,-0.529
-0.034, 0.152, 1.028, 0.844, 0.158,-0.395
-0.045, 0.223, 0.982, 0.923, 0.120,-0.245
-0.045, 0.223, 0.982, 0.987, 0.113,-0.099
-0.051, 0.263, 0.973, 1.026, 0.063, 0.032
-0.054, 0.279, 1.031, 0.986,-0.114, 0.137
-0.054, 0.279, 1.031, 0.847,-0.300, 0.230
-0.048, 0.266, 1.071, 0.698,-0.312, 0.322
-0.041, 0.282, 0.999, 0.564,-0.369, 0.367
-0.026, 0.298, 0.959, 0.418,-0.432, 0.367
-0.016, 0.276, 0.968, 0.287,-0.410, 0.321
-0.016, 0.276, 0.968, 0.183,-0.365, 0.246
 0.007, 0.290, 0.950, 0.110,-0.217, 0.176
 0.032, 0.300, 0.929, 0.083,-0.027, 0.117
 0.032, 0.300, 0.929, 0.103, 0.114, 0.046
 0.049, 0.302, 0.933, 0.166, 0.182,-0.021
 0.050, 0.283, 0.950, 0.243, 0.219,-0.070
 0.039, 0.268, 0.966, 0.320, 0.234,-0.096
 0.025, 0.261, 0.966, 0.372, 0.214,-0.111
 0.010, 0.281, 0.973, 0.369, 0.163,-0.105
 0.010, 0.281, 0.973, 0.278, 0.042,-0.096
 0.007, 0.298, 1.021, 0.110,-0.137,-0.085
 0.007, 0.298, 1.021,-0.086,-0.252,-0.072
-0.002, 0.306, 0.966,-0.274,-0.331,-0.066
-0.000, 0.306, 0.955,-0.435,-0.348,-0.076
 0.013, 0.295, 0.944,-0.552,-0.336,-0.110
 0.011, 0.279, 0.946,-0.628,-0.271,-0.146
 0.014, 0.274, 0.944,-0.645,-0.186,-0.182
 0.024, 0.274, 0.957,-0.616,-0.118,-0.204
 0.024, 0.274, 0.957,-0.553,-0.065,-0.223
 0.029, 0.277, 0.994,-0.465,-0.042,-0.218
 0.029, 0.277, 0.994,-0.373,-0.048,-0.188
 0.016, 0.282, 1.003,-0.295,-0.060,-0.127
-0.012, 0.285, 1.005,-0.239,-0.049,-0.056
-0.013, 0.272, 0.994,-0.191,-0.040,-0.003
-0.010, 0.254, 0.982,-0.148,-0.052, 0.027
-0.001, 0.248, 0.980,-0.105,-0.067, 0.044
-0.001, 0.248, 0.980,-0.070,-0.076, 0.058
 0.001, 0.270, 0.988,-0.042,-0.049, 0.071
 0.017, 0.276, 0.987,-0.017,-0.032, 0.076
 0.025, 0.274, 0.984, 0.004,-0.034, 0.070
 0.025, 0.274, 0.984, 0.004,-0.013, 0.069
 0.033, 0.267, 0.975,-0.004, 0.015, 0.064
 0.055, 0.254, 0.955,-0.019, 0.062, 0.053
 0.055, 0.254, 0.955,-0.030, 0.085, 0.031
 0.046, 0.241, 0.942,-0.052, 0.032, 0.015
 0.025, 0.222, 0.971,-0.071,-0.017, 0.010
 0.024, 0.214, 0.973,-0.079,-0.056, 0.020
 0.032, 0.210, 0.972,-0.048,-0.066, 0.036
 0.032, 0.210, 0.972,-0.001,-0.043, 0.063
 0.043, 0.211, 0.967, 0.055,-0.007, 0.084
 0.067, 0.212, 0.972, 0.104, 0.025, 0.092
 0.067, 0.212, 0.972, 0.142, 0.036, 0.090
 0.067, 0.205, 0.971, 0.163, 0.020, 0.086
 0.044, 0.209, 0.982, 0.157, 0.008, 0.086
 0.023, 0.215, 0.986, 0.137,-0.018, 0.074
 0.023, 0.215, 0.986, 0.103,-0.023, 0.049
 0.005, 0.213, 0.995, 0.076,-0.019, 0.015
 0.014, 0.202, 0.993, 0.065,-0.006,-0.025
 0.025, 0.205, 0.991, 0.057, 0.013,-0.066
 0.025, 0.205, 0.991, 0.045, 0.044,-0.095
 0.024, 0.220, 0.988, 0.021, 0.052,-0.104
 0.018, 0.232, 0.998,-0.011, 0.042,-0.096
 0.012, 0.240, 1.006,-0.044, 0.039,-0.078
-0.003, 0.250, 1.003,-0.065, 0.016,-0.058
-0.003, 0.250, 1.003,-0.068,-0.006,-0.025
-0.006, 0.258, 1.009,-0.059,-0.022, 0.005
-0.010, 0.258, 1.003,-0.042,-0.011, 0.023
-0.010, 0.258, 1.003,-0.020,-0.009, 0.028
-0.016, 0.250, 0.990, 0.013,-0.003, 0.027
-0.016, 0.250, 0.990, 0.040, 0.005, 0.018
-0.017, 0.249, 0.984, 0.062, 0.036, 0.010
-0.013, 0.260, 0.969, 0.075, 0.075, 0.015
-0.009, 0.265, 0.960, 0.086, 0.115, 0.012
-0.001, 0.265, 0.958, 0.088, 0.142, 0.003
-0.001, 0.265, 0.958, 0.091, 0.174,-0.007
 0.010, 0.272, 0.958, 0.083, 0.206,-0.023
 0.010, 0.272, 0.958, 0.077, 0.242,-0.054
 0.015, 0.271, 0.961, 0.072, 0.298,-0.089
 0.017, 0.273, 0.956, 0.071, 0.332,-0.121
 0.021, 0.273, 0.964, 0.073, 0.337,-0.136
 0.021, 0.273, 0.964, 0.065, 0.337,-0.136
 0.015, 0.281, 0.961, 0.060, 0.351,-0.131
 0.015, 0.281, 0.961, 0.051, 0.344,-0.115
 0.006, 0.292, 0.989, 0.042, 0.308,-0.083
 0.002, 0.291, 0.992, 0.038, 0.263,-0.051
 0.002, 0.291, 0.992, 0.032, 0.245,-0.023
-0.004, 0.286, 0.985, 0.040, 0.246,-0.004
-0.012, 0.285, 0.979, 0.052, 0.253, 0.028
-0.021, 0.285, 0.982, 0.068, 0.227, 0.080
-0.027, 0.283, 0.988, 0.071, 0.179, 0.131
-0.016, 0.261, 0.986, 0.054, 0.122, 0.176
-0.002, 0.248, 0.990, 0.022, 0.036, 0.235
-0.002, 0.248, 0.990,-0.010,-0.060, 0.286
 0.003, 0.231, 0.965,-0.025,-0.099, 0.321
 0.008, 0.219, 0.954,-0.034,-0.106, 0.333
 0.008, 0.219, 0.954,-0.036,-0.103, 0.318
 0.016, 0.200, 0.958,-0.027,-0.087, 0.283
 0.028, 0.195, 0.959,-0.012,-0.073, 0.223
 0.028, 0.195, 0.959,-0.001,-0.052, 0.164
 0.042, 0.189, 0.964,-0.003,-0.032, 0.113
 0.026, 0.198, 0.967,-0.021,-0.036, 0.079
 0.026, 0.198, 0.967,-0.067,-0.036, 0.067
-0.001, 0.207, 0.973,-0.125,-0.055, 0.066
-0.021, 0.215, 0.979,-0.184,-0.063, 0.065
-0.036, 0.219, 0.982,-0.224,-0.090, 0.057
-0.045, 0.219, 0.983,-0.251,-0.141, 0.057
-0.047, 0.219, 0.996,-0.267,-0.195, 0.078
-0.045, 0.221, 1.004,-0.269,-0.255, 0.105
-0.045, 0.228, 0.999,-0.256,-0.266, 0.119
-0.043, 0.239, 0.980,-0.234,-0.239, 0.123
-0.043, 0.251, 0.984,-0.194,-0.198, 0.108
-0.039, 0.256, 0.994,-0.144,-0.144, 0.076
-0.039, 0.256, 0.994,-0.091,-0.080, 0.039
-0.015, 0.257, 1.000,-0.041,-0.021,-0.000
-0.010, 0.267, 0.993,-0.011, 0.010,-0.028
-0.010, 0.267, 0.993, 0.004, 0.026,-0.037
-0.012, 0.274, 0.994,-0.003, 0.025,-0.040
-0.015, 0.278, 0.994,-0.024, 0.006,-0.032
-0.017, 0.281, 0.996,-0.045,-0.011,-0.015
-0.010, 0.281, 1.001,-0.044,-0.034, 0.003
-0.004, 0.279, 1.004,-0.036,-0.050, 0.036
 0.013, 0.272, 0.998,-0.016,-0.074, 0.074
 0.020, 0.274, 0.998,-0.008,-0.099, 0.129
 0.020, 0.274, 0.998,-0.001,-0.122, 0.188
 0.023, 0.279, 0.994,-0.007,-0.133, 0.242
 0.026, 0.280, 0.990,-0.020,-0.144, 0.288
 0.028, 0.275, 0.986,-0.032,-0.179, 0.315
 0.041, 0.252, 0.983,-0.041,-0.184, 0.314
 0.041, 0.252, 0.983,-0.055,-0.178, 0.290
 0.041, 0.243, 0.977,-0.087,-0.170, 0.259
 0.044, 0.239, 0.978,-0.125,-0.152, 0.226
 0.044, 0.239, 0.978,-0.164,-0.104, 0.176
 0.048, 0.228, 0.964,-0.198,-0.040, 0.126
 0.062, 0.197, 0.945,-0.221,-0.021, 0.088
 0.056, 0.189, 0.953,-0.231,-0.005, 0.063
 0.046, 0.184, 0.954,-0.228, 0.000, 0.044
 0.046, 0.184, 0.954,-0.213, 0.009, 0.026
 0.041, 0.177, 0.961,-0.188, 0.028, 0.013
 0.053, 0.162, 0.955,-0.158, 0.058, 0.006
 0.053, 0.162, 0.955,-0.142, 0.080, 0.009
 0.059, 0.158, 0.954,-0.131, 0.098, 0.017
 0.046, 0.159, 0.960,-0.123, 0.101, 0.020
 0.046, 0.159, 0.960,-0.116, 0.104, 0.007
 0.040, 0.156, 0.965,-0.102, 0.126,-0.014
 0.023, 0.161, 0.967,-0.083, 0.145,-0.025
 0.019, 0.171, 0.974,-0.060, 0.144,-0.035
 0.019, 0.171, 0.974,-0.036, 0.135,-0.028
-0.002, 0.193, 0.992,-0.021, 0.123,-0.021
-0.002, 0.193, 0.992,-0.004, 0.122,-0.008
-0.010, 0.214, 0.998, 0.013, 0.123, 0.009
-0.010, 0.214, 0.998, 0.036, 0.113, 0.021
-0.015, 0.225, 0.999, 0.041, 0.075, 0.038
-0.023, 0.234, 1.004, 0.019, 0.034, 0.064
-0.022, 0.252, 1.011,-0.010, 0.021, 0.090
-0.010, 0.251, 1.003,-0.023, 0.030, 0.105
-0.010, 0.251, 1.003,-0.023, 0.051, 0.106
 0.021, 0.239, 0.982,-0.018, 0.073, 0.103
 0.026, 0.235, 0.984,-0.028, 0.086, 0.098
 0.026, 0.235, 0.984,-0.048, 0.105, 0.095
 0.028, 0.232, 0.977,-0.068, 0.108, 0.089
 0.028, 0.232, 0.977,-0.074, 0.118, 0.079
 0.026, 0.220, 0.975,-0.070, 0.140, 0.076
 0.026, 0.220, 0.975,-0.066, 0.102, 0.080
 0.022, 0.221, 0.983,-0.081, 0.076, 0.098
-0.003, 0.216, 0.987,-0.100, 0.063, 0.110
-0.002, 0.204, 0.992,-0.093, 0.052, 0.112
-0.002, 0.204, 0.992,-0.069, 0.065, 0.101
 0.009, 0.189, 0.990,-0.038, 0.078, 0.081
 0.009, 0.189, 0.990,-0.025, 0.097, 0.063
 0.005, 0.181, 0.992,-0.032, 0.113, 0.045
 0.004, 0.180, 0.993,-0.051, 0.112, 0.030
 0.004, 0.180, 0.993,-0.068, 0.120, 0.017
 0.001, 0.174, 0.991,-0.083, 0.137,-0.008
 0.001, 0.174, 0.991,-0.101, 0.130,-0.025
-0.001, 0.172, 0.996,-0.136, 0.108,-0.030
 0.006, 0.163, 1.002,-0.170, 0.099,-0.022
 0.000, 0.158, 0.996,-0.189, 0.086,-0.010
-0.005, 0.155, 1.005,-0.182, 0.068,-0.002
-0.009, 0.157, 1.018,-0.157, 0.042, 0.005
-0.009, 0.157, 1.018,-0.132, 0.032, 0.009
-0.019, 0.160, 1.019,-0.115, 0.026, 0.007
-0.019, 0.160, 1.019,-0.100, 0.018,-0.006
-0.024, 0.153, 1.016,-0.081, 0.019,-0.030
-0.024, 0.153, 1.016,-0.065, 0.002,-0.046
-0.018, 0.163, 1.024,-0.064,-0.027,-0.047
-0.022, 0.170, 1.011,-0.073,-0.047,-0.043
-0.022, 0.172, 0.996,-0.083,-0.050,-0.046
-0.022, 0.172, 0.996,-0.071,-0.053,-0.055
-0.014, 0.179, 0.989,-0.038,-0.063,-0.060
-0.018, 0.187, 0.990, 0.005,-0.078,-0.053
-0.018, 0.187, 0.990, 0.039,-0.078,-0.033
-0.013, 0.201, 0.982, 0.069,-0.082,-0.012
-0.013, 0.201, 0.982, 0.096,-0.077, 0.008
-0.005, 0.206, 0.974, 0.119,-0.059, 0.030
-0.002, 0.214, 0.969, 0.132,-0.036, 0.034
-0.002, 0.227, 0.970, 0.119,-0.041, 0.045
 0.001, 0.233, 0.983, 0.083,-0.052, 0.065
-0.001, 0.238, 0.974, 0.041,-0.037, 0.080
-0.001, 0.238, 0.974, 0.010,-0.015, 0.092
 0.001, 0.233, 0.967,-0.007,-0.000, 0.087
 0.003, 0.224, 0.968,-0.016, 0.018, 0.071
-0.000, 0.220, 0.974,-0.022, 0.035, 0.060
-0.009, 0.216, 0.979,-0.023, 0.041, 0.048
-0.011, 0.211, 0.979,-0.026, 0.044, 0.041
-0.011, 0.197, 0.973,-0.029, 0.047, 0.051
-0.013, 0.195, 0.973,-0.034, 0.035, 0.066
-0.013, 0.195, 0.973,-0.036, 0.017, 0.092
-0.021, 0.194, 0.984,-0.042, 0.002, 0.117
-0.023, 0.189, 0.990,-0.048,-0.024, 0.138
-0.023, 0.189, 0.990,-0.046,-0.035, 0.144
-0.018, 0.179, 0.996,-0.046,-0.034, 0.133
-0.011, 0.171, 0.995,-0.053,-0.022, 0.111
-0.004, 0.163, 0.995,-0.064,-0.006, 0.076
 0.010, 0.143, 1.006,-0.078, 0.005, 0.041
 0.010, 0.143, 1.006,-0.099, 0.006, 0.006
 0.011, 0.142, 1.018,-0.120, 0.011,-0.020
 0.011, 0.141, 1.027,-0.134,-0.004,-0.023
 0.010, 0.147, 1.037,-0.144,-0.034,-0.008
 0.000, 0.160, 1.067,-0.142,-0.060, 0.011
 0.000, 0.160, 1.067,-0.136,-0.083, 0.030
 0.002, 0.157, 1.071,-0.128,-0.106, 0.047
 0.005, 0.156, 1.075,-0.116,-0.137, 0.056
 0.008, 0.157, 1.072,-0.105,-0.162, 0.059
 0.010, 0.157, 1.063,-0.101,-0.172, 0.056
 0.006, 0.165, 1.025,-0.091,-0.183, 0.047
 0.006, 0.165, 1.025,-0.087,-0.194, 0.031
 0.009, 0.175, 0.995,-0.087,-0.202, 0.019
 0.012, 0.181, 0.983,-0.091,-0.196, 0.016
 0.012, 0.181, 0.983,-0.088,-0.184, 0.017
 0.023, 0.185, 0.969,-0.084,-0.162, 0.028
 0.039, 0.193, 0.954,-0.082,-0.153, 0.043
 0.045, 0.192, 0.956,-0.085,-0.140, 0.059
 0.054, 0.190, 0.951,-0.091,-0.116, 0.058
 0.059, 0.187, 0.945,-0.107,-0.082, 0.053
 0.059, 0.187, 0.945,-0.126,-0.045, 0.047
 0.067, 0.183, 0.945,-0.151,-0.020, 0.037
 0.067, 0.183, 0.945,-0.173,-0.006, 0.032
 0.058, 0.179, 0.951,-0.176,-0.008, 0.030
 0.041, 0.164, 0.969,-0.167,-0.002, 0.035
 0.041, 0.164, 0.969,-0.145,-0.003, 0.036
 0.040, 0.158, 0.981,-0.116, 0.006, 0.039
 0.041, 0.151, 0.991,-0.092, 0.011, 0.041
 0.042, 0.141, 0.995,-0.083, 0.009, 0.036
 0.042, 0.141, 0.995,-0.086, 0.011, 0.023
 0.037, 0.123, 0.994,-0.093, 0.015, 0.001
 0.037, 0.123, 0.994,-0.096, 0.019,-0.016
 0.036, 0.120, 0.995,-0.092, 0.031,-0.027
 0.036, 0.117, 0.993,-0.084, 0.040,-0.034
 0.036, 0.117, 0.993,-0.073, 0.034,-0.036
 0.033, 0.117, 0.998,-0.066, 0.025,-0.045
 0.018, 0.112, 1.009,-0.062, 0.020,-0.060
 0.018, 0.112, 1.009,-0.062, 0.003,-0.079
 0.016, 0.106, 1.013,-0.064,-0.008,-0.094
 0.019, 0.106, 1.010,-0.071,-0.006,-0.110
 0.019, 0.106, 1.010,-0.070,-0.001,-0.123
 0.020, 0.106, 1.002,-0.065, 0.006,-0.139
 0.020, 0.109, 1.000,-0.062, 0.009,-0.153
 0.020, 0.115, 1.001,-0.068, 0.021,-0.162
 0.024, 0.125, 0.997,-0.078, 0.033,-0.161
 0.026, 0.128, 0.996,-0.090, 0.041,-0.150
 0.026, 0.128, 0.996,-0.097, 0.019,-0.133
 0.019, 0.136, 1.006,-0.104,-0.009,-0.118
 0.006, 0.145, 1.019,-0.109,-0.010,-0.113
 0.004, 0.144, 1.018,-0.107,-0.023,-0.119
 0.012, 0.141, 1.025,-0.101,-0.034,-0.121
 0.012, 0.141, 1.025,-0.104,-0.035,-0.125
 0.013, 0.139, 1.023,-0.096,-0.036,-0.136
 0.032, 0.128, 1.019,-0.095,-0.040,-0.142
 0.032, 0.128, 1.019,-0.095,-0.042,-0.138
 0.032, 0.128, 1.019,-0.097,-0.045,-0.133
 0.039, 0.131, 1.004,-0.102,-0.040,-0.133
 0.039, 0.131, 1.004,-0.105,-0.035,-0.128
 0.036, 0.131, 0.986,-0.106,-0.028,-0.131
 0.038, 0.129, 0.980,-0.097,-0.011,-0.131
 0.037, 0.130, 0.976,-0.088,-0.009,-0.128
 0.037, 0.130, 0.976,-0.079, 0.001,-0.118
 0.036, 0.130, 0.978,-0.067, 0.003,-0.102
 0.041, 0.129, 0.976,-0.051, 0.000,-0.081
 0.049, 0.133, 0.977,-0.036, 0.010,-0.057
 0.049, 0.133, 0.977,-0.020, 0.019,-0.050
 0.057, 0.124, 0.978,-0.001, 0.031,-0.038
 0.053, 0.124, 0.979, 0.012, 0.041,-0.024
 0.053, 0.124, 0.979, 0.024, 0.040,-0.010
 0.050, 0.124, 0.983, 0.032, 0.051, 0.005
 0.044, 0.128, 0.986, 0.039, 0.056, 0.021
 0.044, 0.128, 0.986, 0.035, 0.054, 0.043
 0.031, 0.137, 0.997, 0.022, 0.049, 0.056
 0.031, 0.137, 0.997, 0.008, 0.050, 0.058
 0.031, 0.130, 0.996,-0.001, 0.060, 0.054
 0.034, 0.124, 1.000,-0.009, 0.063, 0.044
 0.034, 0.124, 1.000,-0.013, 0.072, 0.034
 0.028, 0.115, 1.001,-0.011, 0.076, 0.028
 0.028, 0.115, 1.001,-0.002, 0.070, 0.025
 0.014, 0.115, 1.017, 0.010, 0.056, 0.031
 0.011, 0.114, 1.018, 0.027, 0.045, 0.037
 0.011, 0.114, 1.018, 0.037, 0.038, 0.039
 0.011, 0.110, 1.007, 0.046, 0.029, 0.037
 0.011, 0.110, 1.007, 0.053, 0.024, 0.035
 0.012, 0.110, 1.003, 0.058, 0.022, 0.030
